9.6213899441e-01,-2.6076871163e-03,-2.7140472731e-01,-2.4924473902e-02,3.8005526231e-03,-1.6063757047e-03,9.4192635129e-04,
9.7039056485e-01,5.8512877352e-03,-2.3962197950e-01,-2.9819809314e-02,3.0703635734e-03,-1.6346015232e-03,7.9332699346e-04,
9.7471671181e-01,1.2565681935e-02,-2.2101364942e-01,-3.0371073929e-02,2.4946853349e-03,-1.6707794290e-03,6.8693748304e-04,
9.8204668811e-01,1.4241382892e-02,-1.8663575817e-01,-2.3421766926e-02,1.8499543004e-03,-1.7054431370e-03,5.8380086174e-04,
9.8880388484e-01,2.6355517271e-03,-1.4759347815e-01,-2.1819633529e-02,1.2994061764e-03,-1.7098234349e-03,5.1611531686e-04,
9.9712809157e-01,-7.8793412929e-03,-7.4880368119e-02,-8.1495682360e-03,5.9157174412e-04,-1.6638369994e-03,6.6037610587e-04,
9.9869021561e-01,-2.7281500254e-02,-4.3251776569e-02,1.6902096406e-03,-6.6757153055e-05,-1.6520859791e-03,9.0623007336e-04,
9.9911602104e-01,-4.1220891917e-02,-6.2386483507e-03,5.3938702199e-03,-6.8662232130e-04,-1.6145593831e-03,1.1416932999e-03,
9.9934546786e-01,-3.5339258925e-02,-6.9601422701e-03,3.3658672017e-03,-1.6605576079e-03,-1.6470016318e-03,1.0401861309e-03,
9.9798850393e-01,-4.8758163515e-02,1.6505922516e-02,3.7001919243e-02,-1.3937283346e-03,-9.8204957526e-04,1.3681854142e-03,
9.9670658613e-01,-5.2405681127e-02,2.7744913979e-02,5.5315870307e-02,-1.1622211197e-03,-4.1419300203e-04,1.3812672615e-03,
9.9534772932e-01,4.2938209938e-02,4.6456129703e-02,7.2670736035e-02,-9.3765097789e-04,-1.7261615172e-04,1.2816815374e-03,
9.9253869282e-01,7.3929071902e-02,5.2080203306e-02,8.1786844962e-02,-7.3819413741e-04,2.0843769738e-04,1.2377403887e-03,
9.9232574249e-01,1.0096767186e-01,1.5296653088e-02,6.9722036902e-02,-5.3165341041e-04,5.7675728372e-04,1.0731315406e-03,
